,RERA,BHK_NO.,SQUARE_FT,ADDRESS,TARGET(PRICE_IN_LACS)
7912,0,3,1814.0,Mohali,50.0
2457,0,3,1814.0,Bangalore,110.0
15608,1,3,1814.0,Noida,110.0
2478,0,3,1814.0,Kolkata,96.8
15613,1,4,1814.0,Noida,89.0
15615,1,4,1814.0,Chandigarh,75.0
15621,0,3,1814.0,Sonipat,48.0
2489,0,4,1814.0,Jamshedpur,110.0
2490,0,3,1814.0,Bangalore,190.0
2492,1,4,1814.0,Lalitpur,120.0
5002,1,3,1814.0,Mohali,140.0
24997,0,3,1814.0,Mangalore,110.0
7941,1,4,1814.0,Lalitpur,150.0
25042,1,4,1814.0,Noida,140.0
7893,0,3,1814.0,Mohali,130.0
15506,0,2,1814.0,Pune,85.0
2421,1,3,1814.0,Jalandhar,75.0
25090,1,3,1814.0,Agra,52.7
25088,1,4,1814.0,Ghaziabad,68.3
15470,1,3,1814.0,Mohali,140.0
7968,1,3,1814.0,Jaipur,74.3
15475,1,3,1814.0,Mohali,120.0
15476,0,4,1814.0,Faridabad,59.0
15482,1,3,1814.0,Chandigarh,73.9
2432,0,3,1814.0,Mohali,110.0
25075,0,3,1814.0,Bangalore,120.0
25066,0,3,1814.0,Gandhinagar,55.0
2455,0,6,1814.0,Moradabad,60.0
15507,0,3,1814.0,Bangalore,160.0
25062,1,3,1814.0,Faridabad,100.0
15511,0,3,1814.0,Panchkula,60.0
7950,0,3,1814.0,Dehradun,60.0
2449,1,4,1814.0,Chandigarh,190.0
7949,1,3,1814.0,Chandigarh,47.0
15513,0,3,1814.0,Kochi,170.0
25050,0,6,1814.0,Vadodara,100.0
15517,0,3,1814.0,Bangalore,120.0
15519,0,3,1814.0,Raipur,51.0
2495,1,3,1814.0,Karnal,47.0
24992,1,4,1814.0,Sonipat,65.0
8231,1,4,1814.0,Lucknow,120.0
24892,0,3,1814.0,Dehradun,85.0
2553,0,3,1814.0,Jaipur,80.5
15783,0,3,1814.0,Bangalore,170.0
15791,0,3,1814.0,Surat,80.0
24915,1,4,1814.0,Noida,110.0
24914,0,3,1814.0,Jaipur,70.0
7810,1,3,1814.0,Indore,90.0
24909,0,4,1814.0,Bangalore,190.0
7805,0,4,1814.0,Jaipur,55.0
24901,0,2,1814.0,Lalitpur,79.2
24896,0,3,1814.0,Bangalore,130.0
24891,1,3,1814.0,Pune,170.0
15774,0,3,1814.0,Bangalore,180.0
24888,1,3,1814.0,Gurgaon,140.0
7801,0,3,1814.0,Ernakulam,150.0
2577,0,3,1814.0,Ghaziabad,150.0
2581,1,3,1814.0,Gandhinagar,90.0
15799,1,4,1814.0,Gurgaon,160.0
7794,0,4,1814.0,Faridabad,99.9
15803,0,3,1814.0,Mohali,66.0
15811,0,3,1814.0,Guwahati,150.0
24856,0,3,1814.0,Surat,120.0
2595,1,3,1814.0,Noida,95.0
15776,0,4,1814.0,Kolkata,150.0
15759,1,3,1814.0,Chandigarh,65.0
2500,1,3,1814.0,Panipat,29.9
15697,0,3,1814.0,Bangalore,110.0
24987,1,4,1814.0,Gurgaon,150.0
24986,0,4,1814.0,Mohali,130.0
24980,1,3,1814.0,Bangalore,120.0
24977,0,3,1814.0,Noida,85.0
15655,0,4,1814.0,Mohali,160.0
15658,0,4,1814.0,Chennai,150.0
24971,0,3,1814.0,Shimla,70.0
15662,1,3,1814.0,Noida,120.0
24965,0,3,1814.0,Bangalore,140.0
15671,1,4,1814.0,Chandigarh,95.1
15704,0,3,1814.0,Gurgaon,180.0
15757,1,3,1814.0,Chandigarh,74.0
15722,0,3,1814.0,Bangalore,190.0
2531,0,3,1814.0,Bangalore,100.0
24947,0,3,1814.0,Vadodara,45.0
24946,1,4,1814.0,Mohali,65.0
15731,1,3,1814.0,Chandigarh,80.0
2535,0,4,1814.0,Chennai,130.0
15740,1,4,1814.0,Gurgaon,190.0
7834,0,1,1814.0,Pune,45.0
15746,1,3,1814.0,Noida,90.0
2539,0,3,1814.0,Bangalore,180.0
15459,0,3,1814.0,Faridabad,64.0
2419,1,3,1814.0,Gurgaon,96.5
7984,1,3,1814.0,Nagpur,120.0
2306,0,3,1814.0,Noida,120.0
8155,1,3,1814.0,Chandigarh,86.6
8148,1,4,1814.0,Mohali,91.6
25334,0,3,1814.0,Gurgaon,100.0
15160,0,4,1814.0,Mohali,85.0
2298,0,3,1814.0,Navsari,45.0
25324,0,3,1814.0,Jaipur,170.0
8144,0,3,1814.0,Maharashtra,130.0
15170,1,3,1814.0,Gurgaon,130.0
2303,0,3,1814.0,Faridabad,62.0
2305,0,3,1814.0,Bhilai,40.0
15172,0,3,1814.0,Chandigarh,62.0
25347,0,3,1814.0,Bangalore,150.0
25304,0,3,1814.0,Phagwara,70.0
2309,0,3,1814.0,Pune,140.0
2311,0,4,1814.0,Mohali,90.0
2314,0,3,1814.0,Bangalore,90.0
15180,0,3,1814.0,Noida,130.0
15192,0,3,1814.0,Gurgaon,170.0
8120,0,3,1814.0,Bangalore,140.0
2325,0,4,1814.0,Panchkula,88.0
25274,1,4,1814.0,Bangalore,180.0
2330,0,3,1814.0,Vadodara,74.0
8157,0,3,1814.0,Faridabad,70.0
25353,0,5,1814.0,Panaji,160.0
15429,0,4,1814.0,Noida,120.0
8199,0,1,1814.0,Ambala,25.0
2229,0,3,1814.0,Tirupati,97.5
25462,0,3,1814.0,Gurgaon,190.0
15050,0,3,1814.0,Kolkata,98.0
2236,0,3,1814.0,Bangalore,92.0
8228,0,3,1814.0,Bangalore,90.0
15055,0,3,1814.0,Gurgaon,130.0
15083,0,3,1814.0,Ghaziabad,140.0
15086,1,4,1814.0,Noida,180.0
8205,0,4,1814.0,Kolkata,130.0
8200,0,4,1814.0,Gurgaon,130.0
15099,1,3,1814.0,Gurgaon,140.0
25354,1,3,1814.0,Bangalore,160.0
25401,0,3,1814.0,Faridabad,60.0
8190,0,4,1814.0,Indore,150.0
15113,0,4,1814.0,Ranchi,160.0
2265,1,4,1814.0,Gurgaon,130.0
25387,0,3,1814.0,Faridabad,58.0
25383,0,3,1814.0,Bangalore,170.0
15126,0,3,1814.0,Chandigarh,52.9
15129,0,3,1814.0,Dharuhera,69.0
25366,0,3,1814.0,Vadodara,50.0
15134,1,4,1814.0,Kota,68.2
15208,1,4,1814.0,Lalitpur,86.8
25271,1,3,1814.0,Noida,100.0
25266,0,3,1814.0,Kolkata,85.0
8010,1,3,1814.0,Mohali,130.0
15309,0,3,1814.0,Ghaziabad,85.0
25182,1,4,1814.0,Chandigarh,81.9
2384,0,3,1814.0,Noida,130.0
25181,1,3,1814.0,Mohali,130.0
8038,1,3,1814.0,Mohali,85.0
15320,0,3,1814.0,Surat,100.0
25162,1,3,1814.0,Gurgaon,99.0
15346,0,3,1814.0,Vadodara,69.0
8019,1,4,1814.0,Bangalore,75.0
8011,0,2,1814.0,Nellore,40.0
15385,1,3,1814.0,Lucknow,98.0
2336,0,3,1814.0,Mohali,64.0
25137,1,4,1814.0,Noida,170.0
15390,1,4,1814.0,Chandigarh,110.0
2406,1,3,1814.0,Ghaziabad,85.0
15392,1,4,1814.0,Gurgaon,130.0
25126,0,4,1814.0,Kochi,150.0
15398,0,2,1814.0,Kolkata,160.0
15404,0,4,1814.0,Kolkata,150.0
25105,0,3,1814.0,Vadodara,110.0
15411,0,3,1814.0,Vadodara,65.0
15418,0,3,1814.0,Pune,170.0
25185,0,3,1814.0,Kochi,120.0
25189,1,4,1814.0,Pune,170.0
25190,1,4,1814.0,Mohali,170.0
15298,0,4,1814.0,Pune,170.0
15218,0,4,1814.0,Chandigarh,57.0
25256,1,3,1814.0,Mohali,69.0
15249,0,3,1814.0,Vijayawada,75.0
25247,0,3,1814.0,Bangalore,150.0
15253,0,3,1814.0,Bangalore,87.0
25241,0,3,1814.0,Chennai,43.0
8080,1,3,1814.0,Noida,120.0
2353,0,4,1814.0,Noida,75.0
2354,1,4,1814.0,Bhopal,48.5
25228,1,3,1814.0,Chandigarh,55.0
8078,0,3,1814.0,Faridabad,54.5
8076,0,4,1814.0,Chandigarh,140.0
15274,0,3,1814.0,Noida,140.0
15275,0,3,1814.0,Agra,66.5
15281,0,4,1814.0,Sonipat,80.0
25221,1,2,1814.0,Lalitpur,43.5
25215,0,3,1814.0,Gurgaon,130.0
25206,0,2,1814.0,Chennai,45.9
25205,1,3,1814.0,Ghaziabad,180.0
15285,0,1,1814.0,Ghaziabad,18.0
15293,0,3,1814.0,Mangalore,110.0
3404,0,3,1814.0,Udaipur,82.0
17461,0,3,1814.0,Bangalore,150.0
17465,0,6,1814.0,Vadodara,60.0
21507,1,3,1814.0,Bangalore,150.0
4433,1,3,1814.0,Noida,120.0
19423,0,3,1814.0,Noida,170.0
21530,1,3,1814.0,Faridabad,95.0
19425,0,6,1814.0,Bangalore,110.0
21524,0,3,1814.0,Indore,72.0
4442,0,3,1814.0,Lucknow,100.0
4446,0,4,1814.0,Mohali,70.0
19433,0,3,1814.0,Bangalore,170.0
19435,1,3,1814.0,Pune,180.0
21514,1,3,1814.0,Mohali,110.0
19441,0,3,1814.0,Gurgaon,100.0
4431,0,3,1814.0,Faridabad,81.9
19457,0,3,1814.0,Bangalore,130.0
21500,0,4,1814.0,Chandigarh,70.0
5621,0,4,1814.0,Sonipat,80.0
19477,0,3,1814.0,Pune,130.0
21489,1,3,1814.0,Surat,96.0
19481,1,3,1814.0,Chandigarh,81.0
19483,1,3,1814.0,Noida,110.0
4467,1,3,1814.0,Ghaziabad,52.7
19489,0,3,1814.0,Indore,76.1
21484,1,3,1814.0,Bhubaneswar,85.0
21532,0,4,1814.0,Ghaziabad,120.0
21533,0,3,1814.0,Chandigarh,60.9
4475,1,3,1814.0,Bangalore,140.0
21576,1,4,1814.0,Noida,97.0
19378,1,3,1814.0,Bangalore,120.0
5686,1,4,1814.0,Indore,65.9
19379,1,3,1814.0,Bangalore,170.0
5682,0,3,1814.0,Siliguri,66.7
5681,1,3,1814.0,Surat,67.0
4399,0,3,1814.0,Bangalore,130.0
5678,0,2,1814.0,Lucknow,110.0
4401,0,5,1814.0,Aligarh,48.0
19385,1,4,1814.0,Bangalore,180.0
19388,0,4,1814.0,Surat,190.0
21575,0,3,1814.0,Ghaziabad,160.0
21534,1,3,1814.0,Jaipur,78.0
19390,1,3,1814.0,Noida,85.0
21572,1,4,1814.0,Lucknow,100.0
21564,1,3,1814.0,Mangalore,160.0
19399,1,4,1814.0,Gurgaon,180.0
4415,0,3,1814.0,Bangalore,150.0
21554,1,4,1814.0,Gurgaon,190.0
21549,0,4,1814.0,Kolkata,170.0
5658,1,3,1814.0,Surat,110.0
4424,1,4,1814.0,Chandigarh,65.0
5650,0,3,1814.0,Faridabad,38.0
21473,1,3,1814.0,Mohali,100.0
19504,0,3,1814.0,Jaipur,65.0
19372,1,3,1814.0,Chandigarh,63.0
21301,0,3,1814.0,Ranchi,80.0
19581,0,3,1814.0,Bangalore,170.0
21328,1,3,1814.0,Chandigarh,52.0
19584,1,3,1814.0,Mohali,64.7
21321,0,3,1814.0,Bangalore,170.0
19587,0,3,1814.0,Pune,170.0
5532,1,3,1814.0,Chandigarh,70.1
21305,0,3,1814.0,Gurgaon,89.0
19605,0,3,1814.0,Indore,150.0
5526,0,3,1814.0,Gurgaon,130.0
19613,1,3,1814.0,Noida,100.0
21296,0,3,1814.0,Panchkula,110.0
19579,0,4,1814.0,Bhilai,60.0
5521,0,3,1814.0,Bangalore,90.0
19615,0,3,1814.0,Bangalore,180.0
19617,0,4,1814.0,Noida,92.0
19624,0,5,1814.0,Bhopal,95.0
5505,0,4,1814.0,Vadodara,150.0
21284,1,3,1814.0,Bangalore,88.0
21278,0,4,1814.0,Gurgaon,190.0
19647,0,3,1814.0,Bangalore,180.0
19657,0,3,1814.0,Noida,130.0
19658,1,3,1814.0,Mohali,84.0
4528,0,3,1814.0,Vadodara,45.0
21347,1,4,1814.0,Bangalore,180.0
21465,0,3,1814.0,Bangalore,130.0
19554,0,3,1814.0,Chandigarh,150.0
5594,1,3,1814.0,Noida,85.0
4480,0,3,1814.0,Chennai,97.1
21459,1,4,1814.0,Noida,160.0
21451,1,4,1814.0,Noida,130.0
21440,0,3,1814.0,Ghaziabad,85.0
19509,0,4,1814.0,Faridabad,85.0
5587,1,3,1814.0,Bangalore,130.0
19517,0,4,1814.0,Bahadurgarh,52.1
21423,0,3,1814.0,Bangalore,160.0
5570,0,3,1814.0,Bangalore,73.0
5567,0,3,1814.0,Sonipat,55.0
21351,1,3,1814.0,Chandigarh,49.5
19556,0,3,1814.0,Kolkata,110.0
21410,0,3,1814.0,Jaipur,100.0
21405,1,3,1814.0,Mohali,59.6
21402,1,3,1814.0,Pune,170.0
5563,1,3,1814.0,Mohali,100.0
4511,0,3,1814.0,Bangalore,120.0
19564,0,4,1814.0,Bangalore,150.0
19568,0,3,1814.0,Bangalore,80.0
21371,1,3,1814.0,Pune,160.0
4523,0,3,1814.0,Solan,70.0
4390,1,4,1814.0,Chandigarh,76.9
21610,0,3,1814.0,Pune,160.0
4193,0,3,1814.0,Mohali,37.2
21813,0,4,1814.0,Ranchi,84.0
21856,1,4,1814.0,Chandigarh,95.0
5847,0,3,1814.0,Surat,150.0
19136,0,3,1814.0,Surat,150.0
21840,1,3,1814.0,Noida,110.0
5836,0,3,1814.0,Bangalore,170.0
21836,1,3,1814.0,Bangalore,140.0
21833,1,3,1814.0,Chandigarh,72.6
21820,0,4,1814.0,Surat,100.0
5835,0,3,1814.0,Jaipur,140.0
19141,1,4,1814.0,Mohali,170.0
5831,0,3,1814.0,Kochi,150.0
5854,1,4,1814.0,Mangalore,95.7
19143,0,3,1814.0,Noida,68.0
21792,1,3,1814.0,Bhubaneswar,77.0
4273,1,3,1814.0,Mohali,52.5
4274,0,3,1814.0,Noida,120.0
5828,0,2,1814.0,Secunderabad,35.0
19148,0,4,1814.0,Gurgaon,180.0
19155,0,3,1814.0,Lucknow,77.2
5822,1,3,1814.0,Ghaziabad,58.0
5819,1,3,1814.0,Gurgaon,110.0
21774,1,3,1814.0,Noida,160.0
19100,0,3,1814.0,Kolkata,84.5
5855,0,3,1814.0,Sonipat,54.2
21766,1,3,1814.0,Dehradun,77.1
5888,1,3,1814.0,Pune,120.0
18990,0,4,1814.0,Sonipat,85.0
21978,0,3,1814.0,Faridabad,67.0
21977,0,4,1814.0,Sonipat,100.0
21967,0,3,1814.0,Noida,100.0
21963,1,3,1814.0,Chandigarh,84.2
21962,0,4,1814.0,Kolkata,180.0
21954,1,3,1814.0,Mohali,60.5
21947,0,3,1814.0,Bangalore,140.0
5904,1,4,1814.0,Chandigarh,77.9
4211,0,2,1814.0,Secunderabad,33.0
4220,1,6,1814.0,Nizamabad,120.0
4238,0,4,1814.0,Bhubaneswar,84.7
21932,1,4,1814.0,Mohali,150.0
19059,0,4,1814.0,Bangalore,160.0
21923,0,4,1814.0,Jaipur,90.0
21919,0,3,1814.0,Rohtak,71.9
21914,1,3,1814.0,Mohali,170.0
5877,0,4,1814.0,Faridabad,100.0
21906,1,3,1814.0,Mohali,140.0
5874,1,3,1814.0,Lucknow,80.5
19078,1,3,1814.0,Ghaziabad,190.0
21878,0,3,1814.0,Chandigarh,64.5
21769,0,2,1814.0,Lalitpur,90.0
5816,1,3,1814.0,Indore,90.0
5702,0,3,1814.0,Bangalore,170.0
21655,0,3,1814.0,Vadodara,80.0
4338,0,3,1814.0,Agra,170.0
5743,0,3,1814.0,Indore,53.2
5742,0,4,1814.0,Sonipat,60.0
21669,1,3,1814.0,Dehradun,86.0
4342,0,4,1814.0,Noida,85.0
4343,0,2,1814.0,Chennai,30.0
5734,0,3,1814.0,Pune,160.0
4350,1,3,1814.0,Faridabad,160.0
19323,0,3,1814.0,Secunderabad,70.0
21659,0,4,1814.0,Faridabad,100.0
5725,0,3,1814.0,Gurgaon,130.0
5757,1,3,1814.0,Gurgaon,76.0
19340,0,3,1814.0,Bangalore,160.0
19342,0,3,1814.0,Kota,90.0
4363,0,3,1814.0,Chennai,120.0
19349,0,4,1814.0,Chandigarh,150.0
5714,0,3,1814.0,Pune,140.0
5708,1,3,1814.0,Mohali,120.0
21643,0,5,1814.0,Secunderabad,85.0
21639,0,4,1814.0,Ghaziabad,100.0
4374,0,3,1814.0,Jaipur,70.0
21624,1,3,1814.0,Bangalore,150.0
5750,0,4,1814.0,Bangalore,150.0
19288,1,4,1814.0,Noida,130.0
19165,1,4,1814.0,Mohali,190.0
21720,1,4,1814.0,Lalitpur,170.0
19166,1,3,1814.0,Gurgaon,140.0
21758,1,3,1814.0,Gurgaon,180.0
19186,0,4,1814.0,Kochi,130.0
5798,0,5,1814.0,Ludhiana,130.0
21745,0,3,1814.0,Rohtak,85.0
4302,1,4,1814.0,Chandigarh,100.0
19212,1,4,1814.0,Gurgaon,130.0
19226,1,4,1814.0,Jaipur,68.9
19227,1,4,1814.0,Jaipur,82.5
19231,1,3,1814.0,Faridabad,67.0
19248,1,3,1814.0,Chandigarh,73.9
19271,0,4,1814.0,Pune,120.0
5776,1,3,1814.0,Chandigarh,76.8
4314,0,3,1814.0,Faridabad,61.2
19250,0,3,1814.0,Lalitpur,87.0
4318,0,3,1814.0,Pune,140.0
5774,0,3,1814.0,Noida,130.0
21702,1,3,1814.0,Noida,170.0
21700,1,4,1814.0,Mohali,110.0
19256,1,3,1814.0,Mohali,110.0
19261,0,4,1814.0,Chennai,150.0
19269,0,3,1814.0,Surat,70.9
21266,0,4,1814.0,Bahadurgarh,95.0
21264,0,3,1814.0,Dehradun,81.0
21255,0,3,1814.0,Sonipat,55.0
20741,0,4,1814.0,Ghaziabad,100.0
4857,1,3,1814.0,Noida,100.0
20276,1,3,1814.0,Mohali,160.0
4859,0,3,1814.0,Noida,190.0
4860,0,4,1814.0,Jalandhar,55.0
20280,1,3,1814.0,Mohali,98.2
4863,1,3,1814.0,Chennai,96.0
5144,0,3,1814.0,Bangalore,170.0
20297,0,3,1814.0,Dehradun,73.0
5133,1,4,1814.0,Noida,100.0
20304,1,3,1814.0,Mohali,160.0
5130,0,3,1814.0,Noida,180.0
4854,1,4,1814.0,Bangalore,190.0
20736,1,4,1814.0,Ghaziabad,130.0
20731,1,3,1814.0,Mohali,120.0
20321,1,4,1814.0,Indore,140.0
20324,0,3,1814.0,Kochi,120.0
4888,1,2,1814.0,Vadodara,42.0
5114,1,3,1814.0,Noida,100.0
20333,0,3,1814.0,Gurgaon,150.0
4891,0,3,1814.0,Bangalore,130.0
20707,0,3,1814.0,Bangalore,160.0
20706,0,3,1814.0,Bangalore,130.0
4855,0,3,1814.0,Bangalore,160.0
5153,0,4,1814.0,Sonipat,59.0
20351,1,3,1814.0,Pune,130.0
20145,0,4,1814.0,Ernakulam,170.0
5218,0,3,1814.0,Mohali,130.0
20117,1,3,1814.0,Chandigarh,67.0
5213,0,4,1814.0,Ranchi,140.0
20126,1,3,1814.0,Gurgaon,180.0
20132,0,3,1814.0,Bangalore,140.0
20136,0,3,1814.0,Faridabad,66.9
20137,1,3,1814.0,Jaipur,120.0
20823,0,4,1814.0,Bangalore,160.0
5204,1,4,1814.0,Gurgaon,180.0
20144,0,3,1814.0,Bangalore,92.0
20156,0,3,1814.0,Chandigarh,65.0
20773,1,3,1814.0,Vadodara,55.0
4822,1,4,1814.0,Jalandhar,67.0
20809,1,3,1814.0,Gurgaon,85.0
5192,0,3,1814.0,Sonipat,65.0
20192,0,3,1814.0,Ghaziabad,120.0
20194,1,3,1814.0,Mohali,130.0
20202,0,4,1814.0,Siliguri,62.1
20783,0,4,1814.0,Hoshiarpur,20.0
20780,0,4,1814.0,Bangalore,190.0
20243,1,3,1814.0,Mohali,130.0
20256,0,3,1814.0,Jamshedpur,74.0
4898,1,3,1814.0,Lucknow,140.0
20691,1,3,1814.0,Noida,100.0
19660,0,3,1814.0,Lucknow,130.0
5034,1,3,1814.0,Mohali,130.0
20627,0,4,1814.0,Kolkata,180.0
5045,1,3,1814.0,Mohali,110.0
5042,1,3,1814.0,Mohali,65.0
4959,0,4,1814.0,Pune,150.0
20620,1,4,1814.0,Mohali,130.0
5039,0,3,1814.0,Sonipat,49.5
20472,0,3,1814.0,Surat,72.5
20600,0,4,1814.0,Indore,56.0
4969,1,3,1814.0,Mohali,130.0
20480,0,3,1814.0,Mangalore,90.0
5033,0,3,1814.0,Bangalore,110.0
20632,1,4,1814.0,Jaipur,65.5
20578,0,4,1814.0,Indore,110.0
4977,1,3,1814.0,Noida,120.0
20493,0,2,1814.0,Mumbai,110.0
20552,1,3,1814.0,Noida,95.0
20500,1,4,1814.0,Mohali,63.0
20503,1,4,1814.0,Surat,170.0
20540,0,3,1814.0,Jaipur,70.0
20512,0,5,1814.0,Solapur,75.0
4994,0,3,1814.0,Bangalore,170.0
20537,1,3,1814.0,Gurgaon,130.0
20443,0,2,1814.0,Lalitpur,84.0
4949,0,3,1814.0,Jamnagar,23.0
20690,0,3,1814.0,Mohali,100.0
4925,1,3,1814.0,Lucknow,71.6
4906,0,3,1814.0,Jaipur,95.0
20356,0,5,1814.0,Vadodara,170.0
20678,0,1,1814.0,Ratnagiri,50.0
20676,0,4,1814.0,Jaipur,170.0
20665,0,3,1814.0,Kolkata,74.0
20664,1,3,1814.0,Bangalore,180.0
20361,0,2,1814.0,Surat,85.0
20364,1,3,1814.0,Bangalore,130.0
5089,1,3,1814.0,Mohali,100.0
20367,0,3,1814.0,Vadodara,47.0
4926,0,3,1814.0,Bangalore,110.0
20432,0,3,1814.0,Jaipur,85.0
5081,0,3,1814.0,Surat,85.0
20398,0,3,1814.0,Lalitpur,100.0
20404,0,3,1814.0,Coimbatore,170.0
5070,0,3,1814.0,Ghaziabad,80.0
4939,0,3,1814.0,Mohali,60.0
4941,1,4,1814.0,Chennai,110.0
4942,0,3,1814.0,Surat,80.0
20650,1,3,1814.0,Mohali,80.0
5066,0,3,1814.0,Mohali,45.0
20647,0,4,1814.0,Bangalore,190.0
20857,1,3,1814.0,Panchkula,75.2
20113,0,4,1814.0,Noida,110.0
20105,1,3,1814.0,Visakhapatnam,95.4
21066,0,3,1814.0,Kochi,160.0
19843,1,4,1814.0,Noida,77.0
21101,0,3,1814.0,Jaipur,88.5
4646,0,3,1814.0,Bangalore,95.5
21098,0,5,1814.0,Surat,170.0
5378,0,3,1814.0,Lucknow,100.0
21084,0,3,1814.0,Gurgaon,140.0
21079,0,3,1814.0,Faridabad,92.0
4655,0,4,1814.0,Ghaziabad,130.0
21074,1,4,1814.0,Mangalore,130.0
19858,1,4,1814.0,Bangalore,170.0
4663,0,3,1814.0,Bangalore,100.0
19826,1,3,1814.0,Chandigarh,81.9
4664,1,4,1814.0,Indore,91.8
19868,1,3,1814.0,Noida,110.0
19869,1,4,1814.0,Chandigarh,70.9
21059,1,3,1814.0,Indore,91.2
5360,1,3,1814.0,Ghaziabad,130.0
21052,0,4,1814.0,Ghaziabad,170.0
21050,0,4,1814.0,Kolkata,180.0
21043,0,3,1814.0,Kolkata,95.0
4676,0,3,1814.0,Vadodara,54.5
19885,0,3,1814.0,Chandigarh,59.8
5388,1,3,1814.0,Indore,61.0
21128,1,3,1814.0,Pune,180.0
5232,1,4,1814.0,Gurgaon,180.0
21184,1,3,1814.0,Mohali,120.0
21218,0,3,1814.0,Bangalore,110.0
5486,0,4,1814.0,Mohali,67.5
5465,0,3,1814.0,Bangalore,70.0
21213,0,3,1814.0,Faridabad,69.5
5464,0,3,1814.0,Nagpur,170.0
21202,1,4,1814.0,Noida,120.0
5458,1,4,1814.0,Jalandhar,67.0
19717,1,3,1814.0,Goa,16.6
5452,0,3,1814.0,Sonipat,55.2
19740,0,3,1814.0,Jaipur,55.0
5446,1,2,1814.0,Lucknow,66.0
4633,1,3,1814.0,Pune,170.0
19744,0,4,1814.0,Chandigarh,150.0
5443,0,3,1814.0,Surat,110.0
19745,0,5,1814.0,Kolkata,110.0
21165,0,3,1814.0,Bangalore,96.0
19771,0,3,1814.0,Pune,180.0
5406,1,4,1814.0,Chandigarh,97.0
5404,0,3,1814.0,Bangalore,85.0
19798,0,3,1814.0,Panchkula,59.0
19808,0,4,1814.0,Faridabad,120.0
21139,1,3,1814.0,Mohali,130.0
19904,0,3,1814.0,Bangalore,180.0
21022,0,6,1814.0,Ambala,100.0
21020,0,5,1814.0,Kanpur,50.0
5262,0,3,1814.0,Surat,70.0
5284,1,3,1814.0,Dehradun,82.4
20016,1,3,1814.0,Mohali,110.0
20017,0,3,1814.0,Gurgaon,190.0
4748,0,3,1814.0,Jaipur,65.0
20926,0,1,1814.0,Beed,99.0
20020,0,4,1814.0,Kochi,110.0
4753,0,5,1814.0,Lucknow,180.0
20026,0,3,1814.0,Kolkata,140.0
20029,0,3,1814.0,Bangalore,150.0
20041,0,3,1814.0,Chennai,85.0
20905,1,4,1814.0,Vadodara,180.0
5344,0,3,1814.0,Varanasi,25.0
4769,0,3,1814.0,Vadodara,55.0
4770,1,3,1814.0,Mohali,100.0
4772,1,3,1814.0,Noida,91.0
20895,0,3,1814.0,Chandigarh,74.9
20887,0,3,1814.0,Chandigarh,69.0
20075,1,3,1814.0,Lucknow,78.0
5253,1,4,1814.0,Jalandhar,63.0
20084,0,3,1814.0,Noida,93.0
20089,0,3,1814.0,Udupi,86.0
20100,0,3,1814.0,Dehradun,75.5
20012,0,4,1814.0,Noida,110.0
4741,0,3,1814.0,Bangalore,150.0
5299,0,3,1814.0,Vadodara,51.0
19983,0,3,1814.0,Surat,73.0
4692,1,3,1814.0,Mohali,120.0
21019,0,4,1814.0,Kolkata,90.0
19910,0,3,1814.0,Pune,130.0
19915,1,4,1814.0,Noida,76.0
4699,0,3,1814.0,Noida,86.0
19930,0,2,1814.0,Nainital,65.0
4704,1,3,1814.0,Mohali,78.0
19948,0,3,1814.0,Ghaziabad,88.5
4708,0,3,1814.0,Chennai,72.0
4710,1,3,1814.0,Bangalore,160.0
19961,0,4,1814.0,Vadodara,99.0
19964,0,4,1814.0,Chandigarh,150.0
4715,1,3,1814.0,Pune,190.0
5322,0,3,1814.0,Bangalore,170.0
4719,0,3,1814.0,Bangalore,110.0
5312,0,4,1814.0,Bhavnagar,25.0
19973,0,3,1814.0,Agra,50.0
5310,1,3,1814.0,Noida,88.0
20967,0,3,1814.0,Noida,110.0
20965,1,4,1814.0,Noida,190.0
19977,1,4,1814.0,Indore,110.0
18984,0,3,1814.0,Vadodara,89.0
4191,0,3,1814.0,Bangalore,170.0
3418,1,3,1814.0,Faridabad,150.0
6521,1,3,1814.0,Pune,190.0
6535,0,3,1814.0,Bangalore,130.0
22931,0,2,1814.0,Meerut,20.0
22924,0,3,1814.0,Indore,52.6
22923,1,4,1814.0,Chandigarh,28.0
17941,0,3,1814.0,Mohali,47.0
22921,0,3,1814.0,Faridabad,64.6
3670,0,3,1814.0,Jaipur,16.4
22918,1,3,1814.0,Gurgaon,110.0
22917,1,3,1814.0,Noida,110.0
3673,0,3,1814.0,Faridabad,60.0
17953,0,3,1814.0,Ranchi,74.7
6538,0,4,1814.0,Mangalore,90.0
22907,0,3,1814.0,Pune,140.0
22905,0,3,1814.0,Faridabad,64.0
6506,1,3,1814.0,Chandigarh,76.9
6504,1,3,1814.0,Chandigarh,74.5
17960,0,3,1814.0,Kolkata,90.0
6499,0,3,1814.0,Coimbatore,61.8
17964,1,4,1814.0,Chandigarh,100.0
3694,0,4,1814.0,Bhopal,60.0
22888,0,3,1814.0,Kolkata,150.0
17967,0,3,1814.0,Faridabad,38.0
22932,0,3,1814.0,Noida,83.5
17922,0,3,1814.0,Jaipur,85.0
6493,1,3,1814.0,Noida,190.0
6564,0,2,1814.0,Kolkata,88.0
17843,0,4,1814.0,Surat,160.0
23001,0,4,1814.0,Lucknow,140.0
17847,1,4,1814.0,Gurgaon,180.0
17848,1,3,1814.0,Noida,180.0
